title,artist,genre,moods,release_date,version,download_url,cover_url
I Feel Crazy,"Joellé, Aeden",Future House,"Future House, Epic, Euphoric, energetic, Dreamy",25 Feb 2020,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/733/i-feel-crazy-1597318948-1nYN1da4Kc.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/733/100x100/i-feel-crazy-1597318945-NfRKMS55uQ.jpg
Shadows (Feat. Svniivan),"Svniivan, WTCHOUT, ROY KNOX",Drumstep,"Drumstep, Restless, energetic, Gloomy, Quirky",22 Feb 2020,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/732/shadows-feat-svniivan-1597318941-YzXfacbeZI.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/732/100x100/shadows-feat-svniivan-1597318939-rZ6Ew1PX51.jpg
Illusion,Max Brhon,Electronic,"Electronic, Dark, Epic, Fear, Gloomy, Angry",20 Feb 2020,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/731/illusion-1597318935-W4CqZgCYOA.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/731/100x100/illusion-1597318933-vZjReOHtv6.jpg
Sorry (I Had To Leave),Olly Walker,Future House,"Future House, Epic, Euphoric, energetic, Gloomy, Dark",18 Feb 2020,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/730/sorry-i-had-to-leave-1597318929-Wh6XhvxEaL.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/730/100x100/sorry-i-had-to-leave-1597318926-uR1Bo6KmUJ.jpg
LOVE ME,"Annie Sollange, Jonny Koch",Electronic,"Electronic, romantic, Sexy, Happy, Hopeful",14 Feb 2020,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/729/love-me-1597318923-V1T3Bke9yO.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/729/100x100/love-me-1597318921-t2xNIaU9GA.jpg
The Labyrinth,NIVIRO,Electronic,"Electronic, Epic, Euphoric, energetic, Dreamy",13 Feb 2020,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/728/the-labyrinth-1597318916-XxAIRKEuKI.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/728/100x100/the-labyrinth-1597318913-cYwKBJ2Mkn.jpg
Save Myself (feat. xo sad),"Mendum, xo sad",Melodic Dubstep,"Melodic Dubstep, Epic, energetic, Dreamy, Dark, Gloomy",11 Feb 2020,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/727/save-myself-feat-xo-sad-1597318910-GImq3L7dkF.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/727/100x100/save-myself-feat-xo-sad-1597318907-FGW6EzD7Jm.jpg
"One, Two","Distrion, RudeLies",Future House,"Future House, Restless, energetic, Gloomy, Quirky",8 Feb 2020,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/726/one-two-1597318904-MPBVgKS0cL.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/726/100x100/one-two-1597318901-pSWb3h8HLK.jpg
THE LIMIT,THYKIER,Future House,"Future House, energetic, Gloomy, Angry, Restless",6 Feb 2020,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/725/the-limit-1597318895-RotrMYzmv7.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/725/100x100/the-limit-1597318892-30Z8CCLUYt.jpg
Ber Zer Ker (Rob Gasser Remix),"Rob Gasser, WATEVA",Drum & Bass,"Drum & Bass, energetic, Gloomy, Angry, Restless",6 Feb 2020,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/736/1730978800_4P1zzjb8Ni_WATEVA---Ber-Zer-Ker-Rob-Gasser-Remix-NCS-Release.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/736/100x100/ber-zer-ker-rob-gasser-remix-1597318962-P3eEI6q3ZZ.jpg
Can't Escape,"The Brig, MIDNIGHT CVLT",Future House,"Future House, energetic, Dark, Gloomy, Angry, Restless",4 Feb 2020,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/724/cant-escape-1597318889-ZOuHdiQYv6.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/724/100x100/cant-escape-1597318886-RfO0i6Rass.jpg
Pray That You'll Be Dead To Me,"Barren Gates, Jon Becker",Trap,"Trap, Dark, Gloomy, Fear, sad, scary",30 Jan 2020,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/723/pray-that-youll-be-dead-to-me-1586961258-jfB2xW1748.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/723/100x100/pray-that-youll-be-dead-to-me-1586961253-NGodQTYbc8.jpg
Never Get Old,Steve Hartz,Indie,"Indie Dance, Epic, Euphoric, energetic, Dreamy",28 Jan 2020,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/722/never-get-old-1586961225-buvUtNR8LJ.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/722/100x100/never-get-old-1586961220-0HpLrERBZZ.jpg
one more time (feat. Devonte),Simon Says!,"Electronic, Indie","Electronic, Indie Dance, Laid Back, Glamorous, Happy, Hopeful",25 Jan 2020,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/721/one-more-time-feat-devonte-1586961203-FNQGRjJFG1.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/721/100x100/one-more-time-feat-devonte-1586961195-EU7dbsYH3U.jpg
How We Do It (ft. Marvin Divine),"Hoober, Axol",Trap,"Trap, Restless, energetic, Gloomy, Quirky",23 Jan 2020,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/720/how-we-do-it-ft-marvin-divine-1586961185-sapnkYewDw.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/720/100x100/how-we-do-it-ft-marvin-divine-1586961181-SIzhQA8pC2.jpg
Come Through (feat. Ari G),Le Malls,Trap,"Trap, Dark, Gloomy, Fear, sad, scary",21 Jan 2020,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/719/come-through-feat-ari-g-1586961171-EI5Yw3WwEP.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/719/100x100/come-through-feat-ari-g-1586961168-EfKTRnDaCw.jpg
Gravity,Diamond Eyes,Melodic Dubstep,"Melodic Dubstep, Dark, Gloomy, Fear, scary, energetic, sad, Hopeful",18 Jan 2020,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/718/gravity-1586961149-lFOtk847F9.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/718/100x100/gravity-1586961146-mR9WwH8BJf.jpg
You Are,"Dark Point, Alex Holmes",Electronic,"Electronic, Angry, Dark, Restless, Quirky, Sexy",16 Jan 2020,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/717/you-are-1586961136-VNgwJFrylW.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/717/100x100/you-are-1586961134-jRO8xDYFTx.jpg
Ride Or Die,Anixto,Future House,"Future House, energetic, Dark, Gloomy, Angry, Restless",14 Jan 2020,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/716/ride-or-die-1586961123-Kk6MYl54Xj.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/716/100x100/ride-or-die-1586961119-KHCHojUbR5.jpg
A Stranger's Dead,"Paul Flint, Cadmium",Dubstep,"Dubstep, Dark, Gloomy, Fear, sad, scary, Restless",11 Jan 2020,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/715/a-strangers-dead-1586961082-lqIH48hZjU.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/715/100x100/a-strangers-dead-1586961077-WPCs8pguk8.jpg
Burn Me Down,Sekai,Electronic,"Electronic, Dark, Gloomy, Fear, sad, scary, Restless",9 Jan 2020,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/714/burn-me-down-1586961066-xQ6FYcQQfZ.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/714/100x100/burn-me-down-1586961062-NniQsQ7zC0.jpg
SHE,Andromedik,Electronic,"Electronic, Quirky, Happy, energetic, Euphoric, Hopeful",7 Jan 2020,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/713/she-1586961043-ycpKxVlufZ.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/713/100x100/she-1586961039-jAivtRXivy.jpg
Blue Eyed Demon,ROY KNOX,Melodic Dubstep,"Melodic Dubstep, Angry, Dark, Restless, Quirky",4 Jan 2020,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/712/blue-eyed-demon-1586961027-ZzH8DvQV10.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/712/100x100/blue-eyed-demon-1586961025-ff7JzX48Rr.jpg
Hyperdrive,Kozah,Electronic,"Electronic, Epic, Euphoric, energetic, Dreamy",2 Jan 2020,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/711/hyperdrive-1586961009-bMLuDtYRI1.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/711/100x100/hyperdrive-1586961004-rtqXzKo8Ak.jpg
Más Y Más,"Cartoon, Jéja, Daniel Levi",Electronic,"Electronic, Happy, romantic, relaxed, Dreamy, Euphoric, Epic",31 Dec 2019,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/707/mas-y-mas-1586960824-GsD6dk7dUy.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/707/100x100/1705340598_6wMCd3HN6M_2024---CARTOON-JEYJA---MaYs-Y-MaYs-ft.-Daniel-Levi.jpg
What I Want,JPB,Trap,"Trap, Epic, Dreamy, Glamorous, Hopeful, romantic, Sexy",27 Dec 2019,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/706/what-i-want-1586960801-oY4lzcGySW.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/706/100x100/what-i-want-1586960788-oCqEqc1qJm.jpg
Keep Going,Syn Cole,House,"House, Quirky, Laid Back, Hopeful, Mysterious",25 Dec 2019,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/705/keep-going-1586960772-Px8YNOmg1H.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/705/100x100/keep-going-1586960765-4s30tZv9rh.jpg
The Future,Max Brhon,Electronic,"Electronic, Dark, Gloomy, Fear, sad, scary, Restless, energetic, Suspense",23 Dec 2019,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/709/the-future-1586960970-P1Y9LvISmn.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/709/100x100/the-future-1586960962-tuNEIRDBXA.jpg
Lights Turn Out,"Max Landry, Zeus X Crona",Chill,"Chill, Angry, Dark, Restless, Quirky",20 Dec 2019,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/704/lights-turn-out-1586960751-VxnJQySOst.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/704/100x100/lights-turn-out-1586960742-nCbLtleV5b.jpg
Summoning,More Plastic,Dubstep,"Dubstep, Dark, Gloomy, Fear, sad, scary, Restless, energetic, Suspense",20 Dec 2019,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/710/summoning-1586960990-v4hEqzZMvJ.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/710/100x100/summoning-1586960985-S6L6SoqOap.jpg
CTRL Z,Halvorsen,Indie,"Indie Dance, energetic, romantic, Happy, Hopeful, Euphoric",19 Dec 2019,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/703/ctrl-z-1586960609-EX9x5ddgWH.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/703/100x100/ctrl-z-1586960605-aGXnLPiHEt.jpg
Hollow Life,"Ratfoot, Tritan",Electronic,"Electronic, Epic, Euphoric, energetic, Dreamy",17 Dec 2019,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/702/hollow-life-1586960591-XSwYf4JekN.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/702/100x100/hollow-life-1586960587-rSi8Bxsgwc.jpg
Don't Want U Back,"Whogaux, ÉWN, Johnning",Electronic,"Electronic, Laid Back, Peaceful, Happy, Euphoric, Restless",13 Dec 2019,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/701/dont-want-u-back-1586960577-nily2wFTC3.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/701/100x100/dont-want-u-back-1586960570-KWXqlKONtb.jpg
Be Gone,"Caravn, Rival",Electronic,"Electronic, Dark, Gloomy, Fear, sad, scary, Restless, energetic, Suspense",12 Dec 2019,Regular,,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/700/100x100/be-gone-1586960560-5revfXOJfN.jpg
Everyday,"Ashley Apollodor, Beatcore",Melodic Dubstep,"Melodic Dubstep, Epic, Dreamy, Glamorous, Hopeful, romantic",10 Dec 2019,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/699/everyday-1586960534-yFdltahwSU.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/699/100x100/everyday-1586960515-k9G5R1aRu9.jpg
Save Me,"Svniivan, Tim Beeren, ROY KNOX",Electronic,"Electronic, Epic, Dreamy, Glamorous, Hopeful",6 Dec 2019,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/698/save-me-1586960411-cgXN0yxeRA.wav,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/698/100x100/save-me-1586960404-LYYKaJ1mDR.jpg
Chance On Faith,"Uplink, Heather Sommer",Electronic,"Electronic, Laid Back, Glamorous, Happy, Hopeful",5 Dec 2019,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/697/1698243347_SYbnP6of3O_Heather-Sommer--Uplink---Chance-On-Faith-NCS-Release.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/697/100x100/1698243347_xDuWBsr0o0_Artwork.jpg
After The Storm,3rd Prototype,House,"House, Epic, Euphoric, energetic, Dreamy",3 Dec 2019,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/696/after-the-storm-1586960116-HsZOHlRBLW.wav,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/696/100x100/after-the-storm-1586960107-wqsAxHzJC5.jpg
New Style,Droptek,Bass,"Bass, Dark, Gloomy, Fear, sad, scary",29 Nov 2019,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/691/new-style-1586959962-Qyaa8hmvgv.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/691/100x100/new-style-1586959956-pTXtBw9yzO.jpg
Lose Me Too,Zeus X Crona,Chill,"Chill, Laid Back, Peaceful, Happy, Euphoric",29 Nov 2019,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/695/lose-me-too-1586960092-sEkftU4A3D.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/695/100x100/lose-me-too-1586960087-3xk316L5w0.jpg
Unrequited (feat. Holly Drummond),"Holly Drummond, Midranger",Drum & Bass,"Drum & Bass, Epic, Dreamy, Glamorous, Hopeful",27 Nov 2019,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/690/unrequited-feat-holly-drummond-1586959930-ncoXCNNLXF.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/690/100x100/unrequited-feat-holly-drummond-1586959923-9ihYA2tsrR.jpg
Miracle (feat. Daimy Lotus),"Daimy Lotus, LaCrème, Kovan",House,"House, Epic, Dreamy, Glamorous, Hopeful",22 Nov 2019,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/689/miracle-feat-daimy-lotus-1586959897-TV0iQfNSvh.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/689/100x100/miracle-feat-daimy-lotus-1586959893-giwcGcGSI1.jpg
Home Soon,"Micah Martin, Convex",Electronic,"Electronic, Dark, Gloomy, Restless, sad",20 Nov 2019,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/688/home-soon-1586959865-tGrwB27bHY.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/688/100x100/home-soon-1586959861-SewP2Wbyk1.jpg
Bit By Bit,"Hayve, The Arcturians",Dubstep,"Dubstep, Dark, Gloomy, Fear, sad, scary",15 Nov 2019,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/687/bit-by-bit-1586959835-S2ByfVBYSW.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/687/100x100/bit-by-bit-1586959831-cNAJmzGiIH.jpg
I Wish,ROY KNOX,Drumstep,"Drumstep, romantic, Dreamy, energetic, Happy, Epic, Euphoric",13 Nov 2019,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/686/i-wish-1586959812-RLyGpytSp7.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/686/100x100/i-wish-1586959805-vrbKe2PgSg.jpg
Say Goodbye,"Marvin Divine, Unknown Brain",Electronic,"Electronic, sad, romantic, Angry, Sexy, Gloomy",8 Nov 2019,"Regular, Instrumental",,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/685/100x100/say-goodbye-1586959775-mSn0OJaHY3.jpg
Where We Started (feat. Jex),"Lost Sky, Jex",Bass,"Bass, Epic, Dreamy, Glamorous, Hopeful",7 Nov 2019,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/671/where-we-started-feat-jex-1586959343-ugPNLDQsMI.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/671/100x100/where-we-started-feat-jex-1586959339-BqrS2PV0TI.jpg
dR3ÄMS,"ARZĘ, XØ SELF",Drum & Bass,"Drum & Bass, Epic, Euphoric, energetic, Dreamy",5 Nov 2019,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/684/dr3ams-1586959765-cWPhqubXOy.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/684/100x100/1718029007_vUb2MXmx6c_Dreams.jpg
VOLT,Modern Revolt,Electronic,"Electronic, energetic, Dark, Restless, Gloomy",1 Nov 2019,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/001/691/volt-1717686061-CxpILI4foa.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/001/691/100x100/volt-1717686057-hJiQNuZyiW.jpg
Sunlight (Feat. Nilka),InfiNoise,Melodic Dubstep,"Melodic Dubstep, Laid Back, Peaceful, Euphoric, Dreamy, romantic, Sexy",1 Nov 2019,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/682/sunlight-feat-nilka-1586959658-h3WeKKTFla.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/682/100x100/sunlight-feat-nilka-1586959645-NTXO0MHgDq.jpg
WAVY,Modern Revolt,Electronic,"Electronic, energetic, Dark, Restless, Gloomy",1 Nov 2019,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/692/wavy-1586959989-P3CMG4kUar.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/692/100x100/wavy-1586959972-Q3pB2zZLmv.jpg
BURY,Modern Revolt,Electronic,"Electronic, energetic, Dark, Restless, Gloomy",1 Nov 2019,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/693/bury-1586960032-4HJFR5kuR9.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/693/100x100/bury-1586960016-kvHtcUbPro.jpg
Voices In My Head,NIVIRO,Electronic,"Electronic, Dark, Epic, Restless, scary",31 Oct 2019,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/708/1707131637_SkFtdekKDj_NIVIRO---Voices-In-My-Head-NCS-Release.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/708/100x100/voices-in-my-head-1586960844-zK7JB4hmCq.jpg
That Night,"Austin Salter, Heuse",Trap,"Trap, Restless, Gloomy, Dark, Mysterious, Laid Back",29 Oct 2019,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/680/that-night-1586959612-OH90Xu2yQR.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/680/100x100/that-night-1586959606-k3qpHKQyoO.jpg
Warriors,"M.I.M.E, Requenze, Asketa & Natan Chaim",Trap,"Trap, Angry, Restless, energetic, Epic",25 Oct 2019,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/678/warriors-1586959528-zBiPnxnT1H.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/678/100x100/warriors-1586959525-1tlSmiJpwe.jpg
My Love,"MELO.KIDS, Emdi",Future House,"Future House, Dark, Epic, Restless, scary",23 Oct 2019,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/677/my-love-1586959510-iWE5nNhSFS.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/677/100x100/my-love-1586959502-jUvKRYAUEd.jpg
LOCA,Modern Revolt,Future House,"Future House, Dark, Epic, Restless, scary",18 Oct 2019,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/679/loca-1586959584-phzZCxS1nH.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/679/100x100/1719480506_VV89wxFrO3_IWANTYOUTOLISTEN_EP.jpg
Fairytale (feat. Amanda Collis),Culture Code,Electronic,"Electronic, Laid Back, Peaceful, Euphoric, Dreamy",16 Oct 2019,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/675/fairytale-feat-amanda-collis-1586959444-ADKuquWiGU.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/675/100x100/fairytale-feat-amanda-collis-1586959440-AYN5C2Mk5c.jpg
VOLT,Modern Revolt,Bass,"Bass, energetic, Dark, Restless, Gloomy",11 Oct 2019,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/676/volt-1586959481-7oo0fw99Vt.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/676/100x100/volt-1586959457-zDcTmbdEOq.png
In Your Head (feat. Micah Martin),"Micah Martin, CADMIUM, Rival",Bass,"Bass, Dark, Epic, Restless, scary",9 Oct 2019,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/674/in-your-head-feat-micah-martin-1586959419-ajviHk1S52.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/674/100x100/1718028961_U9N50QYj3x_RIVALandCADMIUM_InYourHead_Artwork-1x1.jpg
Earthquake,ROY KNOX,Drumstep,"Drumstep, energetic, Dark, Restless, Weird",4 Oct 2019,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/673/earthquake-1586959388-ZJD7cikj7R.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/673/100x100/earthquake-1586959384-yybJawYpzx.jpg
Over The Sun,Coopex,Chill,"Chill, Laid Back, Peaceful, Euphoric, Dreamy",2 Oct 2019,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/672/over-the-sun-1586959370-f3I2cdvAGG.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/672/100x100/over-the-sun-1586959366-YEhdIuUC8M.jpg
Find You,"Nytrix, Mynerva",Dubstep,"Dubstep, Epic, Dreamy, Euphoric, romantic",27 Sep 2019,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/681/find-you-1586959624-GAy1B4Z6vZ.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/681/100x100/find-you-1586959620-5m2A6BdST5.jpg
Headstrong (feat. Mikey Ceaser & Akacia),"HYLO, Mikey Ceaser, AKACIA",Trap,"Trap, Epic, Dark, Suspense, Gloomy",25 Sep 2019,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/670/headstrong-feat-mikey-ceaser-akacia-1586959312-amoIXgYXho.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/670/100x100/headstrong-feat-mikey-ceaser-akacia-1586959307-cdFCudNhME.jpg
Time For Polka,NIVIRO,Hardstyle,"Hardstyle, Weird, Quirky, energetic, Euphoric",20 Sep 2019,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/669/time-for-polka-1586959278-fTYdMzzg9g.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/669/100x100/time-for-polka-1586959275-u6aYY5qBvn.jpg
How Do You Know,Arlow,Trap,"Trap, Mysterious, Epic, romantic, Sexy",18 Sep 2019,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/668/how-do-you-know-1586959253-pvN9RY1tfa.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/668/100x100/how-do-you-know-1586959249-7hSa4arVWv.jpg
Shining,ROY KNOX,Melodic Dubstep,"Melodic Dubstep, energetic, romantic, Happy, Hopeful, Euphoric",13 Sep 2019,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/667/shining-1586959228-WAGLJ1UKAd.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/667/100x100/shining-1586959224-PYwT3JWJG0.jpg
Echoes,"Domastic, Anna Yvette",Future House,"Future House, energetic, Dark, Fear, Restless",11 Sep 2019,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/666/echoes-1586959202-hFwlqlYNLk.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/666/100x100/echoes-1586959199-6ko9gfQfyb.jpg
Blue,3rd Prototype,Future House,"Future House, romantic, Dreamy, Quirky, energetic, Happy",6 Sep 2019,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/665/blue-1586959180-WpaSv2M5am.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/665/100x100/blue-1586959177-DBBAlkIJOC.jpg
